size,k,avg_rate,avg_density,avg_clustering,avg_shortest_path,avg_std_rate,avg_median_rate,avg_incomp_nodes,avg_n_comp_nodes,avg_steps
13,4,0.28076923076923066,0.15384615384615385,0.0,2.9743589743589745,0.0,0.6923076923076923,9.350000000000001,3.266666666666667,5000.0

13,5,0.7807692307692308,0.21794871794871795,0.34615384615384615,2.4743589743589745,0.0,0.23076923076923078,2.8500000000000005,1.0166666666666666,5000.0

13,6,0.46923076923076934,0.19230769230769232,0.05494505494505494,2.4871794871794872,0.0,0.5384615384615384,6.899999999999999,2.45,5000.0

13,7,0.3538461538461537,0.16666666666666666,0.0,2.769230769230769,0.0,0.6153846153846154,8.400000000000002,2.8833333333333337,5000.0

13,8,0.6461538461538461,0.20512820512820512,0.1641025641025641,2.423076923076923,0.0,0.34615384615384615,4.6000000000000005,1.5999999999999999,5000.0

13,9,0.48076923076923084,0.19230769230769232,0.1564102564102564,2.5128205128205128,0.0,0.5384615384615384,6.749999999999999,2.4499999999999997,5000.0

13,10,0.326923076923077,0.16666666666666666,0.0,2.948717948717949,0.0,0.6923076923076923,8.75,3.0166666666666666,5000.0

13,11,0.35769230769230786,0.15384615384615385,0.0,3.4358974358974357,0.0,0.6923076923076923,8.349999999999998,2.95,5000.0

13,12,0.3615384615384615,0.19230769230769232,0.0,2.5128205128205128,0.0,0.6153846153846154,8.3,2.85,5000.0

13,13,0.623076923076923,0.21794871794871795,0.0,2.217948717948718,0.0,0.38461538461538464,4.900000000000001,1.75,5000.0

13,14,0.4884615384615385,0.19230769230769232,0.0,2.5256410256410255,0.0,0.5384615384615384,6.6499999999999995,2.3166666666666664,5000.0

14,0,0.5071428571428571,0.1978021978021978,0.08571428571428572,2.4505494505494507,0.0,0.5,6.9,2.433333333333333,5000.0

14,1,0.4357142857142857,0.18681318681318682,0.0,2.6923076923076925,0.0,0.5714285714285714,7.9,2.7666666666666666,5000.0

14,2,0.5071428571428571,0.17582417582417584,0.0,2.78021978021978,0.0,0.5,6.9,2.4833333333333334,5000.0

14,3,0.5142857142857142,0.1978021978021978,0.0,2.4285714285714284,0.0,0.5,6.800000000000001,2.3,5000.0

14,4,0.5392857142857143,0.17582417582417584,0.09999999999999999,2.5274725274725274,0.0,0.5,6.45,2.316666666666667,5000.0

14,5,0.46071428571428574,0.17582417582417584,0.04285714285714286,2.659340659340659,0.0,0.5714285714285714,7.55,2.65,5000.0

14,6,0.5642857142857143,0.17582417582417584,0.1619047619047619,2.769230769230769,0.0,0.42857142857142855,6.1,2.15,5000.0

14,7,0.5,0.17582417582417584,0.20017006802721088,2.32967032967033,0.0,0.5,7.0,2.4333333333333336,5000.0

14,8,0.7642857142857143,0.21978021978021978,0.29047619047619044,2.208791208791209,0.0,0.21428571428571427,3.2999999999999994,1.15,5000.0

14,9,0.44285714285714284,0.17582417582417584,0.039115646258503396,2.4725274725274726,0.0,0.5714285714285714,7.800000000000001,2.6833333333333336,5000.0

14,10,0.5964285714285713,0.1978021978021978,0.09999999999999999,2.5604395604395602,0.0,0.42857142857142855,5.650000000000001,1.9333333333333331,5000.0

14,11,0.5428571428571429,0.17582417582417584,0.0,2.769230769230769,0.0,0.4642857142857143,6.3999999999999995,2.316666666666667,5000.0

14,12,0.5892857142857143,0.18681318681318682,0.14047619047619048,2.5494505494505493,0.0,0.42857142857142855,5.75,2.1166666666666663,5000.0

14,13,0.5785714285714286,0.17582417582417584,0.07142857142857142,2.6923076923076925,0.0,0.42857142857142855,5.8999999999999995,2.1166666666666663,5000.0

14,14,0.6178571428571429,0.1978021978021978,0.09285714285714285,2.3736263736263736,0.0,0.35714285714285715,5.35,1.8999999999999997,5000.0

15,0,0.5066666666666666,0.17142857142857143,0.06444444444444444,2.5142857142857142,0.0,0.4666666666666667,7.4,2.6666666666666665,5000.0

15,1,0.5999999999999999,0.18095238095238095,0.23333333333333336,2.380952380952381,0.0,0.4,6.000000000000001,2.166666666666667,5000.0

15,2,0.57,0.18095238095238095,0.1511111111111111,2.6285714285714286,0.0,0.43333333333333335,6.450000000000001,2.45,5000.0

15,3,0.4733333333333334,0.18095238095238095,0.12412698412698413,2.638095238095238,0.0,0.5333333333333333,7.8999999999999995,2.9666666666666663,5000.0

15,4,0.55,0.1619047619047619,0.09126984126984126,2.4761904761904763,0.0,0.4666666666666667,6.75,2.4499999999999997,5000.0

15,5,0.6066666666666667,0.18095238095238095,0.03777777777777778,2.5714285714285716,0.0,0.3333333333333333,5.8999999999999995,2.0666666666666664,5000.0

15,6,0.4633333333333334,0.18095238095238095,0.0,2.533333333333333,0.0,0.5333333333333333,8.049999999999999,2.916666666666667,5000.0

15,7,0.6466666666666667,0.21904761904761905,0.2568253968253968,2.4761904761904763,0.0,0.3333333333333333,5.3,2.516666666666666,5000.0

15,8,0.5733333333333333,0.17142857142857143,0.0,2.5238095238095237,0.0,0.4,6.400000000000001,2.3,5000.0

15,9,0.6666666666666666,0.19047619047619047,0.08444444444444445,2.4952380952380953,0.0,0.26666666666666666,5.000000000000001,1.7666666666666664,5000.0

15,10,0.5999999999999999,0.18095238095238095,0.02888888888888889,2.619047619047619,0.0,0.4,6.000000000000001,2.15,5000.0

15,11,0.5866666666666667,0.18095238095238095,0.0,2.5238095238095237,0.0,0.4,6.200000000000001,2.1499999999999995,5000.0

15,12,0.5566666666666666,0.18095238095238095,0.1,2.7714285714285714,0.0,0.4,6.65,2.4333333333333336,5000.0

15,13,0.5966666666666666,0.19047619047619047,0.10444444444444442,2.580952380952381,0.0,0.4,6.050000000000002,2.0833333333333335,5000.0

15,14,0.42666666666666675,0.1523809523809524,0.1311111111111111,2.9238095238095236,0.0,0.6,8.599999999999998,3.2,5000.0

16,0,0.44062500000000004,0.15,0.0,2.7916666666666665,0.0,0.5625,8.95,3.1333333333333333,5000.0

16,1,0.76875,0.16666666666666666,0.09375,2.725,0.0,0.25,3.7,1.25,5000.0

16,2,0.625,0.175,0.16875,2.7583333333333333,0.0,0.375,6.0,2.4000000000000004,5000.0

16,3,0.58125,0.175,0.15208333333333335,2.658333333333333,0.0,0.4375,6.7,2.5333333333333328,5000.0

16,4,0.584375,0.16666666666666666,0.0,2.8833333333333333,0.0,0.4375,6.65,2.25,5000.0

16,5,0.715625,0.175,0.33333333333333337,2.7666666666666666,0.0,0.3125,4.55,1.6666666666666665,5000.0

16,6,0.815625,0.18333333333333332,0.2604166666666667,2.716666666666667,0.0,0.125,2.95,1.0166666666666668,5000.0

16,7,0.66875,0.18333333333333332,0.19791666666666669,2.5416666666666665,0.0,0.3125,5.3,1.9833333333333332,5000.0

16,8,0.4375,0.15,0.0,2.683333333333333,0.0,0.5625,9.0,3.2833333333333328,5000.0

16,9,0.584375,0.16666666666666666,0.0,2.8583333333333334,0.0,0.40625,6.65,2.2666666666666666,5000.0

16,10,0.484375,0.15,0.08958333333333333,2.7583333333333333,0.0,0.5,8.25,3.083333333333333,5000.0

16,11,0.625,0.15833333333333333,0.17916666666666667,2.7666666666666666,0.0,0.375,6.0,2.1499999999999995,5000.0

16,12,0.765625,0.2,0.3541666666666667,2.45,0.0,0.25,3.75,1.2833333333333332,5000.0

16,13,0.6875,0.18333333333333332,0.24166666666666667,2.55,0.0,0.3125,5.0,1.8666666666666665,5000.0

16,14,0.384375,0.15833333333333333,0.07916666666666668,3.425,0.0,0.625,9.85,5.266666666666667,5000.0

17,0,0.5558823529411765,0.16911764705882354,0.028291316526610644,2.3970588235294117,0.0,0.4117647058823529,7.550000000000001,2.6999999999999997,5000.0

17,1,0.5058823529411764,0.16176470588235295,0.10756302521008404,2.3970588235294117,0.0,0.47058823529411764,8.4,3.0166666666666666,5000.0

17,2,0.5058823529411764,0.13970588235294118,0.16862745098039217,2.9779411764705883,0.0,0.5294117647058824,8.4,3.0333333333333337,5000.0

17,3,0.3852941176470589,0.1323529411764706,0.0,3.3823529411764706,0.0,0.5882352941176471,10.45,3.7666666666666666,5000.0

17,4,0.5088235294117647,0.14705882352941177,0.0,2.7794117647058822,0.0,0.47058823529411764,8.350000000000001,2.983333333333333,5000.0

17,5,0.4794117647058824,0.15441176470588236,0.045098039215686274,2.573529411764706,0.0,0.5294117647058824,8.849999999999998,3.2166666666666663,5000.0

17,6,0.44705882352941173,0.14705882352941177,0.021568627450980395,2.7058823529411766,0.0,0.5588235294117647,9.4,3.3833333333333337,5000.0

17,7,0.7617647058823529,0.18382352941176472,0.15182072829131654,2.2794117647058822,0.0,0.23529411764705882,4.05,1.4,5000.0

17,8,0.588235294117647,0.15441176470588236,0.1372549019607843,2.786764705882353,0.0,0.4117647058823529,7.000000000000001,2.5499999999999994,5000.0

17,9,0.6735294117647059,0.17647058823529413,0.10784313725490195,2.5,0.0,0.3235294117647059,5.55,1.9333333333333331,5000.0

17,10,0.4764705882352941,0.15441176470588236,0.07058823529411765,2.786764705882353,0.0,0.5294117647058824,8.9,3.3166666666666664,5000.0

17,11,0.7205882352941176,0.18382352941176472,0.04901960784313725,2.411764705882353,0.0,0.29411764705882354,4.75,1.65,5000.0

17,12,0.36764705882352955,0.13970588235294118,0.03529411764705882,3.014705882352941,0.0,0.6470588235294118,10.749999999999998,3.9333333333333336,5000.0

17,13,0.48529411764705876,0.13970588235294118,0.0,2.7426470588235294,0.0,0.5294117647058824,8.750000000000002,3.133333333333333,5000.0

17,14,0.4205882352941177,0.15441176470588236,0.0,2.7058823529411766,0.0,0.5882352941176471,9.85,3.3999999999999995,5000.0

18,0,0.45833333333333337,0.1503267973856209,0.027777777777777776,2.627450980392157,0.0,0.5,9.75,3.4166666666666665,5000.0

18,1,0.6,0.1568627450980392,0.2296296296296296,2.9673202614379086,0.0,0.3888888888888889,7.2,2.6499999999999995,5000.0

18,2,0.6194444444444444,0.16993464052287582,0.03333333333333333,2.366013071895425,0.0,0.3888888888888889,6.850000000000001,2.5500000000000003,5000.0

18,3,0.4666666666666667,0.1437908496732026,0.04259259259259259,2.6601307189542482,0.0,0.5277777777777778,9.6,3.4333333333333327,5000.0

18,4,0.45833333333333326,0.13725490196078433,0.0,2.816993464052288,0.0,0.5555555555555556,9.750000000000002,3.55,5000.0

18,5,0.5194444444444445,0.1568627450980392,0.07962962962962963,2.895424836601307,0.0,0.5,8.649999999999999,3.5,5000.0

18,6,0.3583333333333334,0.11764705882352941,0.0,3.418300653594771,0.0,0.6666666666666666,11.549999999999999,4.283333333333333,5000.0

18,7,0.3750000000000001,0.13725490196078433,0.0,2.627450980392157,0.0,0.6111111111111112,11.249999999999998,4.05,5000.0

18,8,0.5277777777777779,0.1568627450980392,0.0,2.5947712418300655,0.0,0.4444444444444444,8.499999999999998,3.0000000000000004,5000.0

18,9,0.6,0.1568627450980392,0.0537037037037037,2.810457516339869,0.0,0.3888888888888889,7.2,2.7666666666666666,5000.0

18,10,0.8583333333333334,0.17647058823529413,0.24682539682539678,2.7320261437908497,0.0,0.16666666666666666,2.55,0.9,5000.0

18,11,0.5166666666666667,0.1503267973856209,0.07671957671957672,2.7516339869281046,0.0,0.5,8.7,3.183333333333333,5000.0

18,12,0.6361111111111111,0.1568627450980392,0.07962962962962962,2.6993464052287583,0.0,0.3888888888888889,6.55,2.416666666666667,5000.0

18,13,0.5277777777777778,0.1568627450980392,0.1041005291005291,2.673202614379085,0.0,0.4722222222222222,8.5,3.2833333333333328,5000.0

18,14,0.5833333333333333,0.16339869281045752,0.0,2.5163398692810457,0.0,0.4444444444444444,7.5,2.7,5000.0

19,0,0.5421052631578948,0.14035087719298245,0.10526315789473684,2.742690058479532,0.0,0.47368421052631576,8.7,3.2166666666666663,5000.0

19,1,0.6368421052631579,0.15204678362573099,0.05087719298245613,2.6608187134502925,0.0,0.3684210526315789,6.8999999999999995,2.4833333333333334,5000.0

19,2,0.5157894736842106,0.14619883040935672,0.048872180451127824,2.7251461988304095,0.0,0.47368421052631576,9.199999999999998,3.4166666666666665,5000.0

19,3,0.6815789473684211,0.1871345029239766,0.1631578947368421,2.4035087719298245,0.0,0.3157894736842105,6.05,2.1833333333333327,5000.0

19,4,0.7473684210526316,0.16374269005847952,0.07017543859649124,2.5672514619883042,0.0,0.23684210526315788,4.8,1.6999999999999997,5000.0

19,5,0.6105263157894737,0.15789473684210525,0.0,2.3684210526315788,0.0,0.3684210526315789,7.3999999999999995,2.5833333333333335,5000.0

19,6,0.5736842105263158,0.13450292397660818,0.0,3.0526315789473686,0.0,0.42105263157894735,8.1,3.033333333333333,5000.0

19,7,0.731578947368421,0.16374269005847952,0.19523809523809524,2.5497076023391814,0.0,0.2631578947368421,5.100000000000001,2.0000000000000004,5000.0

19,8,0.6131578947368421,0.15204678362573099,0.11954887218045113,2.6491228070175437,0.0,0.3684210526315789,7.35,2.8166666666666664,5000.0

19,9,0.7157894736842105,0.16374269005847952,0.031578947368421054,2.52046783625731,0.0,0.2631578947368421,5.4,1.9333333333333336,5000.0

19,10,0.4736842105263157,0.12280701754385964,0.0,3.0526315789473686,0.0,0.5263157894736842,10.000000000000002,3.7,5000.0

19,11,0.7026315789473684,0.16374269005847952,0.05964912280701754,2.543859649122807,0.0,0.2631578947368421,5.65,1.9833333333333332,5000.0

19,12,0.5763157894736843,0.15789473684210525,0.0982456140350877,2.6374269005847952,0.0,0.42105263157894735,8.049999999999997,2.933333333333333,5000.0

19,13,0.7289473684210526,0.16374269005847952,0.2210526315789474,2.690058479532164,0.0,0.2631578947368421,5.15,2.033333333333333,5000.0

19,14,0.3605263157894738,0.12280701754385964,0.0,3.1052631578947367,0.0,0.631578947368421,12.149999999999999,4.65,5000.0

20,0,0.625,0.14210526315789473,0.06000000000000001,2.7421052631578946,0.0,0.375,7.500000000000001,2.683333333333333,5000.0

20,1,0.65,0.15789473684210525,0.041666666666666664,2.531578947368421,0.0,0.35,7.0,2.55,5000.0

20,2,0.6225,0.15789473684210525,0.1619047619047619,2.536842105263158,0.0,0.35,7.549999999999999,2.9,5000.0

20,3,0.5075000000000001,0.1368421052631579,0.03333333333333333,2.763157894736842,0.0,0.5,9.85,3.500000000000001,5000.0

20,4,0.655,0.15263157894736842,0.03833333333333333,2.7157894736842105,0.0,0.35,6.9,2.433333333333333,5000.0

20,5,0.6,0.15263157894736842,0.15928571428571428,2.5473684210526315,0.0,0.4,8.0,3.1166666666666663,5000.0

20,6,0.5700000000000001,0.13157894736842105,0.0,2.873684210526316,0.0,0.42500000000000004,8.6,3.15,5000.0

20,7,0.73,0.15263157894736842,0.03333333333333333,2.7,0.0,0.25,5.4,1.933333333333333,5000.0

20,8,0.7325,0.1631578947368421,0.1911904761904762,2.626315789473684,0.0,0.275,5.35,2.083333333333333,5000.0

20,9,0.42999999999999994,0.13157894736842105,0.0,2.9473684210526314,0.0,0.55,11.400000000000002,4.05,5000.0

20,10,0.585,0.14210526315789473,0.19166666666666665,2.963157894736842,0.0,0.4,8.3,2.8833333333333337,5000.0

20,11,0.63,0.15263157894736842,0.13214285714285715,2.6842105263157894,0.0,0.375,7.4,2.783333333333333,5000.0

20,12,0.6725,0.14736842105263157,0.09166666666666669,2.8526315789473684,0.0,0.35,6.550000000000001,2.5166666666666666,5000.0

20,13,0.7474999999999999,0.15789473684210525,0.16166666666666668,2.526315789473684,0.0,0.25,5.050000000000001,1.7833333333333332,5000.0

20,14,0.675,0.14210526315789473,0.10666666666666666,2.7736842105263158,0.0,0.35,6.499999999999999,2.416666666666667,5000.0

