size,k,avg_rate,density,clustering,shortest_path,std_rate,median_rate,n_comp_nodes,avg_steps
5,0,0.31999999999999995,0.4,0.0,2.0,0.09797958971132716,0.6,2.1333333333333337,1000.0
5,1,0.15999999999999992,0.4,0.0,1.8,0.14966629547095767,0.8,2.4666666666666663,1000.0
5,2,0.040000000000000036,0.4,0.0,1.6,0.07999999999999999,1.0,2.9333333333333327,1000.0
5,3,0.19999999999999996,0.4,0.0,1.8,0.0,0.8,2.8666666666666667,1000.0
5,4,0.43999999999999995,0.5,0.4666666666666666,1.7,0.07999999999999999,0.6,1.7999999999999996,1000.0
5,5,0.08000000000000007,0.4,0.0,1.8,0.09797958971132709,1.0,2.8666666666666663,1000.0
5,6,0.28,0.4,0.0,2.0,0.2039607805437114,0.8,2.2666666666666666,1000.0
5,7,0.15999999999999992,0.4,0.0,1.8,0.07999999999999999,0.8,2.5999999999999996,1000.0
5,8,0.19999999999999996,0.4,0.0,1.8,0.1264911064067352,0.8,2.533333333333333,1000.0
5,9,0.24,0.4,0.0,1.8,0.14966629547095767,0.8,2.0,1000.0
15,0,0.42666666666666664,0.17142857142857143,0.06444444444444444,2.5142857142857142,0.06798692684790378,0.6,5.533333333333333,1000.0
15,1,0.42666666666666664,0.18095238095238095,0.23333333333333336,2.380952380952381,0.03265986323710904,0.6,5.666666666666667,1000.0
15,2,0.48,0.18095238095238095,0.1511111111111111,2.6285714285714286,0.04988876515698587,0.5333333333333333,4.933333333333333,1000.0
15,3,0.42666666666666664,0.18095238095238095,0.12412698412698413,2.638095238095238,0.03265986323710904,0.6,5.4,1000.0
15,4,0.3733333333333333,0.1619047619047619,0.09126984126984126,2.4761904761904763,0.03265986323710904,0.6,6.333333333333333,1000.0
15,5,0.3466666666666667,0.18095238095238095,0.03777777777777778,2.5714285714285716,0.09797958971132709,0.6666666666666666,5.8,1000.0
15,6,0.40000000000000013,0.18095238095238095,0.0,2.533333333333333,0.059628479399994376,0.6,5.466666666666667,1000.0
15,7,0.52,0.21904761904761905,0.2568253968253968,2.4761904761904763,0.077746025264604,0.5333333333333333,4.4,1000.0
15,8,0.42666666666666675,0.17142857142857143,0.0,2.5238095238095237,0.06798692684790378,0.6,5.733333333333333,1000.0
15,9,0.46666666666666656,0.19047619047619047,0.08444444444444445,2.4952380952380953,0.059628479399994376,0.5333333333333333,4.999999999999999,1000.0
25,0,0.592,0.13666666666666666,0.041333333333333326,2.6233333333333335,0.064,0.4,6.8,1000.0
25,1,0.45599999999999996,0.11666666666666667,0.049523809523809526,3.066666666666667,0.11482160075525862,0.56,8.066666666666666,1000.0
25,2,0.43199999999999994,0.11333333333333333,0.11333333333333333,3.0833333333333335,0.046647615158762396,0.56,8.933333333333332,1000.0
25,3,0.592,0.13,0.132,2.783333333333333,0.0466476151587624,0.4,6.466666666666666,1000.0
25,4,0.504,0.13333333333333333,0.03447619047619047,2.7066666666666666,0.040792156108742296,0.48,7.133333333333333,1000.0
25,5,0.43999999999999995,0.12,0.06533333333333334,3.05,0.02529822128134702,0.56,7.7333333333333325,1000.0
25,6,0.56,0.15666666666666668,0.1285714285714286,2.56,0.04381780460041329,0.44,5.799999999999999,1000.0
25,7,0.36,0.10666666666666667,0.0,3.15,0.05059644256269404,0.64,8.866666666666665,1000.0
25,8,0.488,0.13333333333333333,0.11942857142857143,2.8833333333333333,0.039191835884530866,0.52,8.533333333333333,1000.0
25,9,0.43999999999999995,0.12,0.064,2.8066666666666666,0.04381780460041329,0.56,7.933333333333333,1000.0
35,0,0.6285714285714286,0.1092436974789916,0.049863945578231296,2.715966386554622,0.05421047417431508,0.37142857142857144,7.7333333333333325,1000.0
35,1,0.46285714285714286,0.08907563025210084,0.05564625850340136,3.0554621848739494,0.02138089935299396,0.5428571428571428,11.599999999999998,1000.0
35,2,0.64,0.11596638655462185,0.05061224489795917,2.608403361344538,0.0966373401445015,0.3142857142857143,8.0,1000.0
35,3,0.52,0.10420168067226891,0.12272108843537417,2.880672268907563,0.04915614438310072,0.45714285714285713,9.933333333333332,1000.0
35,4,0.5428571428571429,0.0957983193277311,0.07346938775510205,3.0873949579831934,0.036140316116210026,0.45714285714285713,9.333333333333332,1000.0
35,5,0.5428571428571429,0.11428571428571428,0.12183673469387753,2.6638655462184873,0.04426266681379904,0.42857142857142855,9.266666666666666,1000.0
35,6,0.6114285714285714,0.10252100840336134,0.08190476190476191,3.0016806722689076,0.06154474065296576,0.37142857142857144,7.8,1000.0
35,7,0.5371428571428571,0.09915966386554621,0.0527891156462585,2.8739495798319328,0.05827450872677467,0.45714285714285713,9.533333333333333,1000.0
35,8,0.5942857142857143,0.09747899159663866,0.12040816326530612,2.954621848739496,0.055402055513329475,0.37142857142857144,9.466666666666665,1000.0
35,9,0.48571428571428577,0.09243697478991597,0.05612244897959184,3.0168067226890756,0.018070158058105013,0.5142857142857142,11.399999999999999,1000.0
45,0,0.5822222222222223,0.09292929292929293,0.062186948853615524,2.7393939393939393,0.029481109247603558,0.4222222222222222,11.2,1000.0
45,1,0.6088888888888889,0.0898989898989899,0.09523809523809526,2.907070707070707,0.036106837353937604,0.4,10.333333333333332,1000.0
45,2,0.6177777777777778,0.09696969696969697,0.11201058201058203,2.7333333333333334,0.04949123878071131,0.4222222222222222,9.933333333333332,1000.0
45,3,0.6711111111111111,0.09898989898989899,0.05335097001763668,2.672727272727273,0.05333333333333334,0.35555555555555557,8.533333333333333,1000.0
45,4,0.6533333333333333,0.10202020202020202,0.08502645502645505,2.602020202020202,0.08844332774281065,0.3333333333333333,9.8,1000.0
45,5,0.5599999999999999,0.08787878787878788,0.10380952380952381,2.9242424242424243,0.04309048762147848,0.4666666666666667,11.8,1000.0
45,6,0.6311111111111111,0.09494949494949495,0.06686067019400353,2.721212121212121,0.0498887651569859,0.4,10.066666666666666,1000.0
45,7,0.6666666666666666,0.10404040404040404,0.081657848324515,2.5898989898989897,0.028109134757052272,0.35555555555555557,8.6,1000.0
45,8,0.5155555555555555,0.08080808080808081,0.04328042328042328,3.1121212121212123,0.06190394789859608,0.4666666666666667,12.73333333333333,1000.0
45,9,0.5644444444444444,0.09090909090909091,0.05855379188712523,2.7767676767676766,0.051830683509735985,0.4444444444444444,10.666666666666666,1000.0
55,0,0.6327272727272727,0.08552188552188553,0.10268660632296997,2.7932659932659933,0.0544241074439846,0.38181818181818183,11.333333333333332,1000.0
55,1,0.6472727272727272,0.08215488215488216,0.04896103896103896,2.758922558922559,0.03170108322575036,0.32727272727272727,11.533333333333333,1000.0
55,2,0.6581818181818182,0.08350168350168351,0.04855699855699856,2.731313131313131,0.033327823236042484,0.32727272727272727,11.066666666666666,1000.0
55,3,0.6545454545454545,0.08350168350168351,0.12634527089072548,2.748148148148148,0.03983436781855755,0.32727272727272727,11.4,1000.0
55,4,0.6363636363636365,0.08552188552188553,0.09832611832611833,2.68013468013468,0.059751551727836305,0.32727272727272727,11.0,1000.0
55,5,0.6363636363636364,0.08686868686868687,0.10596221959858323,2.709090909090909,0.022998382983042766,0.34545454545454546,11.066666666666666,1000.0
55,6,0.6,0.07676767676767676,0.07095238095238096,2.9313131313131313,0.016262312563634813,0.4,13.466666666666665,1000.0
55,7,0.6509090909090909,0.08080808080808081,0.07627705627705628,2.783164983164983,0.05795409982003355,0.32727272727272727,11.866666666666667,1000.0
55,8,0.6799999999999999,0.09023569023569024,0.0732034632034632,2.696969696969697,0.05703413505948409,0.32727272727272727,10.066666666666666,1000.0
55,9,0.6909090909090909,0.08484848484848485,0.036709956709956706,2.727946127946128,0.02816715160878122,0.32727272727272727,9.999999999999998,1000.0
65,0,0.7107692307692307,0.0798076923076923,0.07335775335775334,2.691346153846154,0.015073783032511867,0.2923076923076923,10.933333333333334,1000.0
65,1,0.676923076923077,0.08076923076923077,0.0652003552003552,2.644230769230769,0.05055900530816919,0.3230769230769231,11.466666666666667,1000.0
65,2,0.6338461538461538,0.07355769230769231,0.061794871794871795,2.81875,0.05093213956075954,0.36923076923076925,12.933333333333334,1000.0
65,3,0.6553846153846153,0.08173076923076923,0.10163392163392164,2.6355769230769233,0.01230769230769231,0.35384615384615387,12.733333333333333,1000.0
65,4,0.6676923076923076,0.08173076923076923,0.08662892662892661,2.639423076923077,0.04416215413663792,0.3384615384615385,12.533333333333333,1000.0
65,5,0.7384615384615385,0.07788461538461539,0.10299145299145296,2.7245192307692307,0.04241245769873915,0.26153846153846155,9.933333333333332,1000.0
65,6,0.6707692307692308,0.07163461538461538,0.07401598401598401,2.797596153846154,0.03843075691322092,0.3384615384615385,12.599999999999998,1000.0
65,7,0.6923076923076923,0.08605769230769231,0.10993613224382455,2.585576923076923,0.06599264796777606,0.3230769230769231,11.2,1000.0
65,8,0.6738461538461539,0.0798076923076923,0.04727716727716727,2.7201923076923076,0.046051167837217744,0.3230769230769231,12.066666666666666,1000.0
65,9,0.6738461538461539,0.07932692307692307,0.09634920634920636,2.7322115384615384,0.03137858162210945,0.3230769230769231,11.533333333333331,1000.0
75,0,0.704,0.07423423423423424,0.07081673881673883,2.671351351351351,0.03086889840744059,0.30666666666666664,13.666666666666666,1000.0
75,1,0.7146666666666667,0.07855855855855856,0.059773929773929785,2.5945945945945947,0.03537733109712427,0.29333333333333333,12.0,1000.0
75,2,0.6719999999999999,0.07783783783783783,0.0872275132275132,2.63027027027027,0.04008879034232774,0.3466666666666667,13.666666666666666,1000.0
75,3,0.7146666666666667,0.07711711711711712,0.05243171643171643,2.6194594594594593,0.04266666666666666,0.29333333333333333,11.866666666666665,1000.0
75,4,0.704,0.06918918918918919,0.11018389018389017,2.7816216216216216,0.02293953404544699,0.30666666666666664,13.666666666666666,1000.0
75,5,0.7146666666666667,0.07243243243243243,0.04825012025012025,2.716036036036036,0.04008879034232776,0.28,12.533333333333331,1000.0
75,6,0.6533333333333333,0.06882882882882883,0.04292833092833093,2.799279279279279,0.03155242550986462,0.36,15.066666666666666,1000.0
75,7,0.6986666666666667,0.07243243243243243,0.0694074074074074,2.694774774774775,0.04888080741286228,0.28,13.333333333333332,1000.0
75,8,0.6719999999999999,0.0727927927927928,0.059415103415103435,2.6936936936936937,0.031098410105841592,0.3333333333333333,13.4,1000.0
75,9,0.7066666666666667,0.07495495495495495,0.08313730713730713,2.6695495495495494,0.04988876515698589,0.32,13.6,1000.0
85,0,0.7341176470588235,0.07450980392156863,0.06270650917709741,2.5913165266106444,0.031215292144521404,0.27058823529411763,11.933333333333334,1000.0
85,1,0.7270588235294118,0.07282913165266107,0.058671720436426295,2.6170868347338936,0.030132349352625164,0.27058823529411763,11.999999999999998,1000.0
85,2,0.6752941176470588,0.06638655462184874,0.04714710126474833,2.7,0.04913085415957905,0.3058823529411765,16.4,1000.0
85,3,0.691764705882353,0.06638655462184874,0.0877879636703166,2.724089635854342,0.04550371671956169,0.3176470588235294,15.133333333333331,1000.0
85,4,0.7105882352941176,0.07198879551820728,0.08260354025059904,2.6523809523809523,0.04741045101084678,0.29411764705882354,13.533333333333335,1000.0
85,5,0.7341176470588235,0.07170868347338935,0.07324662265838736,2.653221288515406,0.038375309247764916,0.27058823529411763,13.333333333333334,1000.0
85,6,0.6635294117647059,0.06610644257703081,0.0656548680078092,2.7641456582633053,0.01760779946717149,0.3411764705882353,15.599999999999998,1000.0
85,7,0.7082352941176471,0.06750700280112044,0.06982938629997451,2.7518207282913165,0.03599307891947849,0.3058823529411765,13.6,1000.0
85,8,0.731764705882353,0.07198879551820728,0.057518886342415754,2.6294117647058823,0.022812611093723907,0.27058823529411763,13.866666666666669,1000.0
85,9,0.7341176470588235,0.0711484593837535,0.07867478926302454,2.645098039215686,0.03294117647058824,0.2823529411764706,12.466666666666665,1000.0
95,0,0.7578947368421053,0.0671892497200448,0.08608917398391078,2.656662933930571,0.023062002421270163,0.25263157894736843,12.866666666666665,1000.0
95,1,0.7157894736842105,0.06942889137737962,0.0491304017619807,2.643673012318029,0.02977291710259148,0.28421052631578947,14.133333333333335,1000.0
95,2,0.76,0.07346024636058231,0.05445233129443655,2.5449048152295632,0.0315086937833595,0.24210526315789474,12.066666666666666,1000.0
95,3,0.7621052631578947,0.06741321388577827,0.06788030682767524,2.640313549832027,0.04641138460010233,0.21052631578947367,12.8,1000.0
95,4,0.7810526315789473,0.07346024636058231,0.0745430008587903,2.5204927211646138,0.010313641022244956,0.22105263157894736,10.933333333333332,1000.0
95,5,0.7852631578947369,0.07256438969764838,0.07279685227053642,2.564389697648376,0.029473684210526308,0.22105263157894736,10.999999999999998,1000.0
95,6,0.7873684210526316,0.07346024636058231,0.08860823387139177,2.5361702127659576,0.04955200966711504,0.21052631578947367,10.733333333333333,1000.0
95,7,0.7663157894736843,0.07390817469204927,0.06352320194425454,2.534154535274356,0.015470461533367447,0.24210526315789474,11.133333333333333,1000.0
95,8,0.728421052631579,0.06898096304591265,0.053107185212448345,2.6134378499440087,0.046315789473684206,0.25263157894736843,14.4,1000.0
95,9,0.7705263157894737,0.07099664053751399,0.09125996466553739,2.6058230683090704,0.033552373580019425,0.24210526315789474,12.266666666666666,1000.0
105,0,0.7619047619047619,0.06336996336996337,0.06313147170290023,2.6597069597069596,0.030713362850661133,0.24761904761904763,12.933333333333332,1000.0
105,1,0.7371428571428571,0.06391941391941391,0.05249707963993676,2.6364468864468864,0.04067458381726214,0.26666666666666666,14.999999999999996,1000.0
105,2,0.7771428571428571,0.07197802197802197,0.07655444151242466,2.5075091575091575,0.033859788256440336,0.22857142857142856,12.6,1000.0
105,3,0.7523809523809524,0.07014652014652015,0.09507090514609302,2.5388278388278387,0.013468700594029475,0.24761904761904763,13.666666666666663,1000.0
105,4,0.7847619047619048,0.06648351648351648,0.06086072657501227,2.581868131868132,0.02051491355098859,0.20952380952380953,11.599999999999998,1000.0
105,5,0.780952380952381,0.07307692307692308,0.09592690378404659,2.4866300366300367,0.037130645123081764,0.20952380952380953,11.866666666666664,1000.0
105,6,0.8114285714285714,0.07087912087912088,0.08528307671164811,2.5142857142857142,0.020337291908631067,0.2,11.066666666666666,1000.0
105,7,0.7752380952380953,0.0728937728937729,0.06608946608946606,2.509157509157509,0.039313842743905314,0.21904761904761905,11.533333333333331,1000.0
105,8,0.7657142857142858,0.06978021978021978,0.08918954061811205,2.5448717948717947,0.033859788256440336,0.22857142857142856,12.466666666666667,1000.0
105,9,0.7542857142857142,0.0663003663003663,0.07062323919466774,2.614835164835165,0.016385381461033573,0.24761904761904763,12.2,1000.0
115,0,0.7947826086956522,0.07154843630816171,0.07441671428883703,2.491228070175439,0.02101399299755578,0.20869565217391303,12.266666666666666,1000.0
115,1,0.7913043478260869,0.06407322654462243,0.0647810643462817,2.5804729214340196,0.026375218935831484,0.21739130434782608,12.0,1000.0
115,2,0.8121739130434783,0.06666666666666667,0.07498844151018061,2.531197559115179,0.013014460475735455,0.19130434782608696,11.8,1000.0
115,3,0.8017391304347826,0.06422578184591915,0.07218052478922038,2.579252479023646,0.012779946484086145,0.2,12.4,1000.0
115,4,0.7930434782608695,0.06864988558352403,0.06508378663110116,2.5257055682684975,0.016861495156230706,0.2,12.133333333333335,1000.0
115,5,0.8121739130434783,0.06819221967963386,0.061122645470471526,2.5180778032036613,0.03416849165980608,0.17391304347826086,12.2,1000.0
115,6,0.8278260869565217,0.06971777269260107,0.06515971382979051,2.486651411136537,0.02483975105580121,0.16521739130434782,10.466666666666665,1000.0
115,7,0.7895652173913044,0.06376811594202898,0.06536960623917144,2.576048817696415,0.025441284936222254,0.22608695652173913,13.533333333333335,1000.0
115,8,0.8295652173913044,0.07109077040427154,0.07475442431964167,2.479938977879481,0.023718576864323233,0.17391304347826086,10.733333333333333,1000.0
115,9,0.8069565217391304,0.06697177726926011,0.05620471316123484,2.533638443935927,0.03623072461912984,0.2,11.266666666666664,1000.0
125,0,0.824,0.06606451612903226,0.056918942495413044,2.495225806451613,0.028621670111997302,0.192,12.066666666666666,1000.0
125,1,0.8271999999999999,0.06709677419354838,0.07910622188269242,2.495225806451613,0.016473008225579202,0.168,12.2,1000.0
125,2,0.8768,0.07393548387096774,0.06875838540544417,2.410967741935484,0.009600000000000003,0.128,7.999999999999998,1000.0
125,3,0.8128,0.06438709677419355,0.061219521654815735,2.535741935483871,0.017959955456514926,0.192,12.2,1000.0
125,4,0.808,0.06335483870967742,0.07587301456713218,2.5672258064516127,0.020861447696648477,0.192,12.266666666666666,1000.0
125,5,0.8160000000000001,0.06929032258064516,0.07782077922077921,2.4735483870967743,0.02373183515870612,0.192,12.4,1000.0
125,6,0.8384,0.06774193548387097,0.05050181191357659,2.4812903225806453,0.015512575543732249,0.16,10.733333333333334,1000.0
125,7,0.8208,0.06696774193548387,0.0797785210317717,2.497677419354839,0.0206145579627602,0.184,12.133333333333333,1000.0
125,8,0.84,0.07019354838709678,0.0645403015285368,2.4578064516129032,0.02529822128134704,0.152,11.066666666666666,1000.0
125,9,0.7664,0.06064516129032258,0.054996070596070555,2.590451612903226,0.03175909318604672,0.224,15.533333333333331,1000.0
135,0,0.8103703703703704,0.062354892205638474,0.05974889308222635,2.5305693753454945,0.03265986323710904,0.17777777777777778,15.666666666666666,1000.0
135,1,0.8429629629629629,0.060033167495854065,0.048327680549902705,2.558319513543394,0.025830512258018808,0.14814814814814814,12.133333333333333,1000.0
135,2,0.8237037037037037,0.06025428413488115,0.05131839354061572,2.5524599226091764,0.02266230894930127,0.17037037037037037,13.399999999999997,1000.0
135,3,0.8474074074074074,0.06334991708126037,0.05567012508188974,2.513543394140409,0.014515494772048465,0.14814814814814814,10.333333333333332,1000.0
135,4,0.8355555555555556,0.06721945826423438,0.06776921940320628,2.449640685461581,0.01581789370671305,0.16296296296296298,12.799999999999999,1000.0
135,5,0.837037037037037,0.0644555002763958,0.058230660648961256,2.498949695964621,0.019316155274674514,0.16296296296296298,11.666666666666666,1000.0
135,6,0.8444444444444444,0.062354892205638474,0.06641005085449525,2.5390823659480377,0.020951312035156964,0.15555555555555556,11.266666666666666,1000.0
135,7,0.8207407407407408,0.06323935876174683,0.058588510255176904,2.5093421779988945,0.017777777777777785,0.17777777777777778,13.933333333333332,1000.0
135,8,0.8488888888888888,0.06511885019347706,0.05953651891560382,2.485019347705915,0.0196540728317357,0.15555555555555556,10.866666666666665,1000.0
135,9,0.8162962962962963,0.0626865671641791,0.06421016064290913,2.5284687672747372,0.009827036415867855,0.18518518518518517,13.466666666666665,1000.0
145,0,0.8482758620689655,0.06264367816091954,0.0546956289146958,2.496360153256705,0.0218088114494371,0.15862068965517243,11.933333333333332,1000.0
145,1,0.8537931034482759,0.06829501915708812,0.06714712389848501,2.4171455938697317,0.023244551098417544,0.1310344827586207,10.733333333333333,1000.0
145,2,0.8344827586206897,0.06111111111111111,0.059382628865387414,2.507375478927203,0.02467385354482527,0.1724137931034483,12.8,1000.0
145,3,0.8248275862068966,0.06063218390804598,0.05912742429983805,2.517528735632184,0.02249587093834495,0.18620689655172415,12.933333333333332,1000.0
145,4,0.8275862068965517,0.061685823754789273,0.0670312254795013,2.516954022988506,0.029582911157968572,0.16551724137931034,13.066666666666666,1000.0
145,5,0.8482758620689655,0.062164750957854405,0.06073261987055085,2.503544061302682,0.015726557587574318,0.14482758620689656,11.733333333333333,1000.0
145,6,0.8303448275862069,0.06254789272030652,0.07747872591685974,2.499329501915709,0.012791197924821656,0.16551724137931034,12.799999999999999,1000.0
145,7,0.8303448275862069,0.06197318007662835,0.0606453170449113,2.507854406130268,0.008275862068965514,0.16551724137931034,14.266666666666666,1000.0
145,8,0.8234482758620689,0.06245210727969348,0.05288110357075871,2.491475095785441,0.014200869159982065,0.1724137931034483,12.866666666666664,1000.0
145,9,0.8344827586206897,0.06264367816091954,0.06353205280182962,2.495402298850575,0.021368183979075403,0.15172413793103448,13.466666666666669,1000.0
155,0,0.8774193548387097,0.06250523669878509,0.05902480593632089,2.455048177628823,0.01824791693384639,0.11612903225806452,10.2,1000.0
155,1,0.8593548387096774,0.06258902387934646,0.04960655077802783,2.4671135316296606,0.02056435800065707,0.13548387096774195,11.266666666666664,1000.0
155,2,0.8516129032258064,0.06535400083787181,0.0737962690903867,2.4299120234604104,0.01682374814245844,0.14193548387096774,11.933333333333332,1000.0
155,3,0.8658064516129033,0.06267281105990784,0.06356118281665066,2.4648512777545037,0.01315876003507815,0.13548387096774195,11.666666666666666,1000.0
155,4,0.8541935483870968,0.06217008797653959,0.06887491598916741,2.479011311269376,0.021821334871339044,0.13548387096774195,13.133333333333331,1000.0
155,5,0.8748387096774193,0.06124842899036447,0.05675099831646314,2.4767490573942186,0.018963791557031057,0.12903225806451613,10.866666666666665,1000.0
155,6,0.8516129032258064,0.0614997905320486,0.0604307467779953,2.4723921240050273,0.019568710823358836,0.14838709677419354,12.799999999999999,1000.0
155,7,0.8361290322580646,0.05948889819857562,0.05142080142080136,2.508169250104734,0.016624643518355006,0.15483870967741936,13.73333333333333,1000.0
155,8,0.8438709677419355,0.057561793045664014,0.05034249431782638,2.5284457478005864,0.017972113906044022,0.15483870967741936,13.73333333333333,1000.0
155,9,0.8554838709677419,0.0611646418098031,0.04992391187936974,2.482195224130708,0.032540697323660626,0.13548387096774195,12.666666666666666,1000.0
165,0,0.8606060606060606,0.06186252771618625,0.058198948011782194,2.44759793052476,0.025135080428276023,0.1393939393939394,12.066666666666666,1000.0
165,1,0.8751515151515151,0.06348854397634886,0.061352429507509694,2.4258684405025868,0.019769098703394047,0.12727272727272726,10.533333333333333,1000.0
165,2,0.873939393939394,0.06267553584626756,0.06203694008506834,2.4409460458240946,0.021478842602023453,0.12121212121212122,11.2,1000.0
165,3,0.8836363636363637,0.06378418329637842,0.06884352458374408,2.421581670362158,0.0168828948814353,0.10909090909090909,11.133333333333333,1000.0
165,4,0.8654545454545455,0.060679970436067994,0.06115399855900834,2.460827790096083,0.01349761057655763,0.1393939393939394,13.466666666666665,1000.0
165,5,0.8545454545454545,0.05720620842572062,0.05356373968673427,2.5227642276422766,0.017141982574219335,0.14545454545454545,12.866666666666665,1000.0
165,6,0.8654545454545455,0.05920177383592018,0.059219147699305245,2.489209164818921,0.012361259426891603,0.1393939393939394,11.666666666666666,1000.0
165,7,0.8618181818181818,0.061271249076127125,0.06529215189642992,2.456910569105691,0.012361259426891594,0.13333333333333333,12.066666666666665,1000.0
165,8,0.863030303030303,0.06104951958610495,0.05499938699488371,2.459571322985957,0.016080605044147392,0.1393939393939394,11.599999999999998,1000.0
165,9,0.8666666666666667,0.058906134515890614,0.060342653979017585,2.490169992609017,0.025712973861329005,0.13333333333333333,11.799999999999999,1000.0
175,0,0.8685714285714285,0.05812807881773399,0.061429997640081634,2.4785550082101806,0.024243661069253058,0.13142857142857142,12.533333333333333,1000.0
175,1,0.888,0.06154351395730706,0.06153618817174761,2.428834154351396,0.009963197585235823,0.12,10.8,1000.0
175,2,0.8537142857142856,0.05931034482758621,0.056337244847638426,2.4576683087027913,0.007751234266428879,0.14285714285714285,13.533333333333331,1000.0
175,3,0.8777142857142857,0.059835796387520526,0.059890539800756495,2.4522824302134647,0.01679650109337037,0.12571428571428572,11.133333333333331,1000.0
175,4,0.8525714285714285,0.05924466338259442,0.05967252296575605,2.460623973727422,0.01925977091011739,0.16,13.73333333333333,1000.0
175,5,0.8937142857142857,0.05931034482758621,0.052852809287130306,2.460361247947455,0.004571428571428571,0.10285714285714286,10.733333333333333,1000.0
175,6,0.88,0.06029556650246305,0.06318116337444067,2.4438095238095237,0.01251937274297523,0.12571428571428572,11.2,1000.0
175,7,0.8697142857142857,0.0619376026272578,0.061885243166092306,2.4229885057471265,0.017482352618032406,0.13714285714285715,12.133333333333331,1000.0
175,8,0.8948571428571429,0.06206896551724138,0.06683946713270017,2.4282430213464696,0.01828571428571428,0.10285714285714286,9.466666666666667,1000.0
175,9,0.8822857142857143,0.05937602627257799,0.06344194681921346,2.460361247947455,0.024135670950791856,0.10857142857142857,10.866666666666664,1000.0
185,0,0.8832432432432432,0.059753231492361926,0.05778999168163251,2.4310810810810812,0.01059238807690023,0.11891891891891893,11.4,1000.0
185,1,0.8918918918918919,0.060810810810810814,0.05928164125566194,2.423207990599295,0.024414248195970194,0.10810810810810811,11.333333333333332,1000.0
185,2,0.9027027027027027,0.061339600470035255,0.06300389571287401,2.4148648648648647,0.010810810810810811,0.0972972972972973,9.266666666666666,1000.0
185,3,0.9005405405405406,0.061339600470035255,0.0600694770044615,2.4106933019976498,0.012135105038185757,0.0918918918918919,10.533333333333333,1000.0
185,4,0.8897297297297297,0.0626909518213866,0.06437418325963215,2.389776733254994,0.015888582115350346,0.11351351351351352,11.866666666666665,1000.0
185,5,0.8810810810810811,0.05804935370152761,0.05400497567680225,2.452291421856639,0.021349640711493513,0.11351351351351352,12.133333333333331,1000.0
185,6,0.8756756756756756,0.057579318448883664,0.06359477398177085,2.4641010575793185,0.014901674326584024,0.12972972972972974,11.999999999999998,1000.0
185,7,0.8897297297297297,0.06010575793184489,0.05396181986840214,2.4306110458284373,0.03289756552368203,0.0972972972972973,10.933333333333334,1000.0
185,8,0.8832432432432432,0.06098707403055229,0.06062045634801049,2.4178613396004702,0.01859962219901109,0.12432432432432433,12.2,1000.0
185,9,0.8810810810810811,0.06116333725029377,0.06054517921390984,2.4172150411280846,0.020795009796401455,0.12972972972972974,11.333333333333332,1000.0
195,0,0.8943589743589744,0.05931800158604282,0.05425564948665686,2.4274914089347077,0.010559620657422565,0.1076923076923077,11.2,1000.0
195,1,0.9107692307692308,0.0598466825270949,0.058726564686316964,2.415014538725879,0.006153846153846156,0.09230769230769231,9.533333333333333,1000.0
195,2,0.9056410256410257,0.06174993391488237,0.058532621533335966,2.386782976473698,0.020666094030369113,0.08205128205128205,9.799999999999999,1000.0
195,3,0.8923076923076924,0.05900079302141158,0.0606968233476615,2.4261168384879723,0.016216808513683997,0.10256410256410256,10.999999999999998,1000.0
195,4,0.8933333333333333,0.056515992598466826,0.053171597130873084,2.458260639703939,0.014285526438137552,0.10256410256410256,11.066666666666666,1000.0
195,5,0.9107692307692308,0.05894792492730637,0.05924529533028445,2.42426645519429,0.01196092696378523,0.08205128205128205,9.333333333333332,1000.0
195,6,0.8902564102564102,0.059212265397832406,0.05292415165122949,2.421200105736188,0.016410256410256407,0.1076923076923077,12.866666666666665,1000.0
195,7,0.9015384615384615,0.06048109965635739,0.056260422782213625,2.3995770552471583,0.008205128205128209,0.09743589743589744,10.4,1000.0
195,8,0.8871794871794871,0.06026962727993656,0.05897493087408902,2.4068199841395717,0.011694106924093721,0.11282051282051282,12.066666666666665,1000.0
195,9,0.9056410256410257,0.06021675918583135,0.05656434843503189,2.4113666402326195,0.016727698902871888,0.10256410256410256,9.266666666666666,1000.0
